Are you self-employed?,Does your employer provide mental health benefits as part of healthcare coverage?,"Has your employer ever formally discussed mental health (for example, as part of a wellness campaign or other official communication)?",Do you think that discussing a mental health disorder with your employer would have negative consequences?,Do you think that discussing a physical health issue with your employer would have negative consequences?,Would you feel comfortable discussing a mental health disorder with your coworkers?,Would you feel comfortable discussing a mental health disorder with your direct supervisor(s)?,Do you feel that your employer takes mental health as seriously as physical health?,Have you heard of or observed negative consequences for co-workers who have been open about mental health issues in your workplace?,"If you have been diagnosed or treated for a mental health disorder, do you ever reveal this to coworkers or employees?",Do you believe your productivity is ever affected by a mental health issue?,Would you be willing to bring up a physical health issue with a potential employer in an interview?,Why or why not?,Would you bring up a mental health issue with a potential employer in an interview?,Why or why not?,Do you feel that being identified as a person with a mental health issue would hurt your career?,Do you think that team members/co-workers would view you more negatively if they knew you suffered from a mental health issue?,How willing would you be to share with friends and family that you have a mental illness?,Have you observed or experienced an unsupportive or badly handled response to a mental health issue in your current or previous workplace?,Have your observations of how another individual who discussed a mental health disorder made you less likely to reveal a mental health issue yourself in your current workplace?,Have you ever sought treatment for a mental health issue from a mental health professional?,"If you have a mental health issue, do you feel that it interferes with your work when being treated effectively?","If you have a mental health issue, do you feel that it interferes with your work when NOT being treated effectively?",What is your age?,What is your gender?,What country do you live in?
1,,,,,,,,,"Sometimes, if it comes up",Yes,Maybe,Wold only bring it up if it would affect doing my job.,Maybe,Only if working for the disability community.,"Yes, I think it would",Maybe,Somewhat open,Maybe/Not sure,No,1,Sometimes,Often,49,F,United States of America
0,I don't know,Yes,Maybe,Maybe,No,No,Yes,No,,,No,Can damage my opportunity to ge in the job,No,No good,"Yes, I think it would","Yes, I think they would",Neutral,No,,0,Not applicable to me,Not applicable to me,39,Male,United States of America
1,,,,,,,,,Not applicable to me,Not applicable to me,Maybe,"it depends on whether the issue might be perceived as having more impact on my performance than it actually does, and whether i am confident i can explain the impact and work around it.",Maybe,"it depends on whether the issue might be perceived as having more impact on my performance than it actually does, and whether i am confident i can explain the impact and work around it.",Maybe,Maybe,Not applicable to me (I do not have a mental illness),N/A,,0,Not applicable to me,Not applicable to me,42,m,China
0,Yes,No,Maybe,Maybe,Maybe,No,No,No,,,No,I believe disclosing anything about physical health will stop the interviewing process; I've lost interviews before for looking unwell.,No,"This is the same as disclosing a physical illness, but much more severe; people associate instability with mental health with instability at work, and want only a perfect neurotypical programmer who will be low risk","Yes, I think it would",Maybe,Somewhat open,"Yes, I observed",Yes,1,Sometimes,Often,28,Male,United States of America
1,,,,,,,,,"Sometimes, if it comes up",Yes,No,Fear of not getting the job,No,Fear of not getting the job,"Yes, it has",Maybe,Somewhat open,N/A,,1,Sometimes,Often,33,Male,United States of America
1,,,,,,,,,"No, because it would impact me negatively",Yes,Maybe,,No,,"Yes, I think it would","Yes, I think they would",Somewhat open,"Yes, I observed",Yes,1,Sometimes,Sometimes,30,female,United Kingdom
0,Yes,No,No,No,Yes,Yes,I don't know,No,,,Maybe,"If that physical heath issue were not germane to the work, I would not bring it up.",No,"If that mental heath issue were not germane to the work, I would not bring it up.","No, I don't think it would","No, I don't think they would",Very open,No,,1,Never,Not applicable to me,70,Male,United States of America
0,No,No,Maybe,No,No,Maybe,Yes,No,,,Yes,,No,,"Yes, I think it would",Maybe,Somewhat not open,No,,1,Sometimes,Sometimes,25,Male,Germany
0,I don't know,I don't know,No,Maybe,Yes,Yes,Yes,No,,,Yes,It's better to be open at interviews about all health issues as it speaks to the employer's attitudes as much as anything. ,Yes,Same answer - I want to know how a potential employer would react before I consider working for them.  ,"No, I don't think it would","No, I don't think they would",Very open,No,,1,Rarely,Often,45,Male,United Kingdom
0,Yes,I don't know,No,No,Yes,Yes,I don't know,No,,,No,They don't need to know unless/until it affects my work ,No,They don't need to know unless/until it affects my work.,"No, I don't think it would","No, I don't think they would",Very open,Maybe/Not sure,N/A,1,Never,Rarely,63,F,United States of America
0,Yes,Yes,No,No,Maybe,Maybe,I don't know,No,,,No,"I would be concerned that there would be negative bias, even if unintentional.",No,I would be very concerned about potential negative bias.,"No, it has not",Maybe,Somewhat open,No,,1,Sometimes,Sometimes,40,male,United States of America
0,Yes,No,Maybe,No,Maybe,Maybe,Yes,No,,,No,"Unless it would directly effect my performance in the position, the condition would not be relevant.",No,"Due to lack of understanding, without bias, how a treated mental health issue could effect work.","Yes, it has",Maybe,Very open,Maybe/Not sure,N/A,1,Rarely,Often,39,male,United States of America
0,Yes,No,No,No,Maybe,Maybe,Yes,No,,,No,I don't have anything serious enough to chance negatively affecting the outcome.,Maybe,"It would depend on whether or not I could trust the employer to not stigmatise me as well as how desperately I needed or wanted the job. I can cover my illness fairly well and wouldn't want to harm my chances of getting the job, if necessary.",Maybe,"No, I don't think they would",Somewhat open,"Yes, I observed",No,1,Sometimes,Often,31,Cis-woman,United States of America
0,No,No,Yes,Yes,No,No,No,No,,,No,That would be career suicide,No,That would be career suicide,"Yes, it has","Yes, I think they would",Not open at all,"Yes, I observed",Yes,0,Never,Sometimes,34,male,United States of America
1,,,,,,,,,"Sometimes, if it comes up",Yes,Yes,,Maybe,,"Yes, I think it would",Maybe,Very open,Maybe/Not sure,No,1,Sometimes,Often,44,Male,United Kingdom
0,Not eligible for coverage / N/A,Yes,Maybe,Maybe,Maybe,Yes,I don't know,No,,,No,Not being sure about privacy.,No,Not being sure about privacy and consequences,Maybe,Maybe,Somewhat not open,No,,0,Sometimes,Sometimes,45,m,Ireland
0,Yes,No,No,No,Yes,Yes,Yes,No,,,Yes,"If it was going to impact my ability to perform my job, I would feel obligated to let them know.",Yes,"If it was going to affect the ability to do my job, I would feel obligated to let them know.","No, I don't think it would","No, they do not",Very open,No,,1,Rarely,Often,43,Male,United States of America
0,Yes,No,Maybe,No,Maybe,Yes,Yes,No,,,Maybe,,Maybe,,Maybe,Maybe,Somewhat open,No,,0,Not applicable to me,Not applicable to me,29,male,United States of America
0,Yes,No,Maybe,Maybe,Maybe,Yes,I don't know,No,,,Maybe,"The job I go for require a lot of travel, and a physical health issue might impact their belief in my ability to complete my job.",No,"You never know. And the last thing you want in an interview is an armchair psychologist telling you ""you just need to try harder""","Yes, it has","Yes, they do",Very open,"Yes, I experienced",Maybe,1,Never,Often,27,Genderqueer,United States of America
0,Yes,I don't know,Maybe,Maybe,Maybe,Yes,Yes,No,,,Yes,I feel dishonest if I do not disclose things up-front,Maybe,Mental health stigmas mean that I feel uncomfortable discussing mental issues up front,Maybe,"No, I don't think they would",Somewhat not open,Maybe/Not sure,Maybe,1,Sometimes,Often,37,Male,United States of America
0,Yes,No,Yes,No,Maybe,Maybe,No,No,,,Maybe,"Depends on the ability to do the job. If it has no bearing, then I wouldn't discuss it. If I needed accommodations to do the job, I may.",No,Stigma. Fear of not getting the job. ,Maybe,"Yes, they do",Somewhat open,"Yes, I observed",Yes,1,Sometimes,Often,41,non-binary,United States of America
0,Yes,No,No,No,No,No,I don't know,No,,,Maybe,"I've never had a physical health issue before, so I don't know if I would.",No,"Seems like TMI, and I don't want any doubts about my effectiveness as an employee.",Maybe,Maybe,Somewhat not open,No,,1,Rarely,Often,30,woman,United States of America
0,Yes,No,Maybe,No,No,Maybe,I don't know,No,,,Yes,,Maybe,,Maybe,"Yes, I think they would",Somewhat open,Maybe/Not sure,No,1,Rarely,Sometimes,28,male,United States of America
0,I don't know,No,Maybe,No,Maybe,No,No,No,,,Maybe,"It depends on what the issue was, if it was chronic or acute, etc. (if acute, probably wouldn't even mention it. Then again, if chronic, might be concerned that it would bias against them hiring me.)",No,I'd be worried it would bias them against hiring me.,"Yes, I think it would","Yes, I think they would",Not applicable to me (I do not have a mental illness),Maybe/Not sure,N/A,0,Not applicable to me,Not applicable to me,28,Male,United States of America
1,,,,,,,,,"Sometimes, if it comes up",Unsure,Maybe,,Maybe,,Maybe,Maybe,Somewhat open,No,,1,Rarely,Often,39,Male,Switzerland
0,Not eligible for coverage / N/A,No,Maybe,No,No,No,I don't know,No,,,Maybe,"I would have to read the room, it would  depend on how much i feel an employer expects of me.",No,stigma,Maybe,"No, I don't think they would",Not open at all,"Yes, I observed",Yes,1,Not applicable to me,Sometimes,22,male,United Kingdom
0,Yes,No,No,No,Maybe,Yes,Yes,No,,,Maybe,Depends on how acute the issue was,Maybe,Depends on the acuteness of the problem ,Maybe,"No, I don't think they would",Somewhat open,Maybe/Not sure,No,0,Not applicable to me,Not applicable to me,31,M,United States of America
0,No,No,Maybe,Maybe,No,No,No,No,,,Yes,Full disclosure,No,Prejudice ,Maybe,Maybe,Not applicable to me (I do not have a mental illness),N/A,,0,Not applicable to me,Not applicable to me,29,Male,United Kingdom
0,No,No,Maybe,Maybe,No,No,No,No,,,No,It's non of their business. ,No,,"Yes, I think it would","Yes, I think they would",Not applicable to me (I do not have a mental illness),Maybe/Not sure,Maybe,0,Not applicable to me,Sometimes,33,male,Israel
0,I don't know,No,Maybe,No,Maybe,Maybe,I don't know,No,,,No,Unsure of how they woud react.,No,Unsure of how they woud react.,"Yes, I think it would","Yes, I think they would",Very open,"Yes, I experienced",No,1,Sometimes,Rarely,37,male,Germany
0,I don't know,No,No,No,Maybe,Maybe,Yes,No,,,Yes,,Maybe,,Maybe,Maybe,Somewhat open,No,,0,Not applicable to me,Not applicable to me,42,Male,United States of America
0,I don't know,No,Yes,Yes,Yes,Yes,No,No,,,No,I feel that an interview is not enough time for an employer to make a rational judgement about whether or not the candidate can still do the job they're asking. I would not disclose my mental health condition to employers during an interview but perhaps prior to accepting an offering.,No,"Same as above,","Yes, I think it would",Maybe,Somewhat open,"Yes, I experienced",No,1,Often,Often,31,male,United Kingdom
1,,,,,,,,,"Sometimes, if it comes up",Yes,Yes,"Especially if it would affect physical access to the location or equipment, it seems like it would be absolutely necessary.",Maybe,It depends on which aspect of mental health we're talking about :) Some are more stigmatized than others.,"Yes, it has",Maybe,Very open,N/A,,1,Rarely,Sometimes,34,male,United States of America
1,,,,,,,,,"Sometimes, if it comes up",Yes,Maybe,Depends on whether I thought it would have a negative impact on me getting the job,Maybe,Only if the job was for an organization or business run by or for people with similar issues.,"Yes, it has","Yes, I think they would",Somewhat not open,"Yes, I observed",Yes,1,Sometimes,Often,49,F,United States of America
0,Yes,Yes,Maybe,Maybe,Maybe,Maybe,Yes,No,,,Maybe,,Maybe,,"Yes, I think it would","Yes, I think they would",Somewhat not open,Maybe/Not sure,N/A,0,Not applicable to me,Sometimes,29,male,Canada
0,Yes,No,No,No,Maybe,Maybe,I don't know,No,,,Maybe,i don't know,Maybe,"it depends. my current job, i made an offhand reference to my therapist in the cover letter. but i also believed myself woefully underqualified at the time so I can't vouch for having taken the application completely seriously.","No, I don't think it would","No, I don't think they would",Somewhat open,No,,1,Sometimes,Often,40,cisdude,United States of America
0,I don't know,No,Maybe,Maybe,Maybe,Yes,Yes,No,,,Maybe,"Depends in the interview, would it be relevant at that point, am I seriously interested in the job or not",Maybe,Same answer as physical,Maybe,"No, they do not",Very open,No,,1,Sometimes,Sometimes,46,Female,Netherlands
1,,,,,,,,,Not applicable to me,Yes,Maybe,"It depends on the issue—if it affected my job, I would hope to feel comfortable bringing it up.",Maybe,"Same answer. But it would feel more raw and vulnerable. Having been self-employed now, I'd be a lot more selective about where I choose to interview, and opt myself out of places that wouldn't be empathetic and understanding.",Maybe,Maybe,Somewhat open,"Yes, I experienced",N/A,1,Rarely,Often,31,female,United States of America
0,Yes,Yes,No,No,Maybe,Yes,Yes,No,,,Yes,"If the health issue was severe enough to affect my work, waiting to reveal it until after job start could easily result in resentment. All cards on the table.",Maybe,"Bit more taboo about mental health issues. At my last interview I did mention that I only worked well with interesting tasks (let's call it a light case of ADHD), but I did not problematize it.",Maybe,"No, I don't think they would",Somewhat open,No,,0,Sometimes,Sometimes,43,Male,Denmark
1,,,,,,,,,Not applicable to me,Yes,No,,No,,"Yes, I think it would",Maybe,Somewhat open,N/A,,0,Not applicable to me,Not applicable to me,45,male,Germany
0,No,No,Yes,No,No,No,I don't know,Yes,,,No,Your not get the job,No,Your not get the Job,"Yes, it has","Yes, they do",Not applicable to me (I do not have a mental illness),"Yes, I observed",Yes,0,Rarely,Rarely,32,M,United Kingdom
1,,,,,,,,,"Sometimes, if it comes up",Yes,No,I feel I need to be able to physically do the job demands to be considered.,No,I feel I need to be able to physically and mentally do the job demands to be considered.,Maybe,"Yes, I think they would",Somewhat open,Maybe/Not sure,Yes,1,Never,Sometimes,38,male,United States of America
0,Yes,No,Maybe,No,Maybe,No,I don't know,No,,,Yes,Being open usually is the best,No,Bad experience,"Yes, I think it would","Yes, I think they would",Somewhat open,No,,1,Rarely,Often,40,Male,Netherlands
0,No,No,No,No,Maybe,Maybe,I don't know,No,,,Maybe,,Maybe,,Maybe,"No, I don't think they would",Somewhat not open,N/A,,1,Sometimes,Often,38,Male,Germany
0,No,No,Maybe,No,Maybe,Maybe,I don't know,No,,,Maybe,,No,Because I wouldn't get the job.,"Yes, it has",Maybe,Somewhat open,"Yes, I experienced",Maybe,1,Sometimes,Often,32,Male,United Kingdom
0,I don't know,No,Yes,Maybe,No,No,No,No,,,Maybe,,Maybe,,"Yes, I think it would","Yes, I think they would",Somewhat open,Maybe/Not sure,Maybe,0,Sometimes,Sometimes,37,male,Mexico
1,,,,,,,,,"No, because it would impact me negatively",Yes,Maybe,If it could affect my work I would,Maybe,"If it required me to I would, otherwise id try to keep it to myself. Dont want to be a burden or be labeled as somewhat disabled","Yes, I think it would","Yes, I think they would",Very open,N/A,,1,Often,Often,24,male,Sweden
1,,,,,,,,,Not applicable to me,Yes,Maybe,Don't want to be viewed differently or like I need special treatment.,No,Don't want to give someone even just one reason not to hire me. Getting a job is hard enough.,"Yes, I think it would",Maybe,Somewhat open,No,,1,Rarely,Often,25,Female,United States of America
0,No,No,No,No,Maybe,Yes,Yes,No,,,Yes,,Yes,,Maybe,"No, I don't think they would",Not applicable to me (I do not have a mental illness),Maybe/Not sure,N/A,0,Not applicable to me,Not applicable to me,24,Male,United States of America
0,I don't know,No,Yes,No,No,No,No,No,,,Maybe,"If I really wanted the job I wouldn't necessarily bring it up until I knew that I was actually getting the job. I realize that legally I can't be discriminated against, but the odds would be against me.",No,Same as above.,Maybe,Maybe,Somewhat open,N/A,,1,Not applicable to me,Not applicable to me,34,Female,United States of America
1,,,,,,,,,"No, because it doesn't matter",Yes,Maybe,"If I thought it might impact my performance of the job I'd mention it. And if my physical issue is obvious, but I knew it would NOY affect my ability to do the job, I would mention that.",No,"Because true or not, in my mind I would be taking myself out of the running for the position.",Maybe,Maybe,Somewhat open,"Yes, I observed",Yes,1,Sometimes,Often,55,male,United States of America
0,Yes,No,No,No,Maybe,Maybe,I don't know,No,,,Yes,Because they should know up front and it is illegal for them to not hire someone because of a physical impairment or issue,No,I wouldn't unless it was an obvious issue. ,Maybe,Maybe,Somewhat open,No,,1,Never,Often,32,Male ,United States of America
0,No,No,Maybe,Maybe,No,No,I don't know,Yes,,,No,denial of job oportunity,No,denial of job,Maybe,"No, I don't think they would",Neutral,No,,0,Not applicable to me,Not applicable to me,29,male,Romania
0,Not eligible for coverage / N/A,I don't know,No,No,Maybe,Maybe,I don't know,No,,,No,I don't feel that its relevant to my getting hired,No,I don't feel like it's relevant to getting hired,"No, I don't think it would","No, I don't think they would",Somewhat open,No,,0,Not applicable to me,Not applicable to me,20,Male,United States of America
0,Yes,Yes,Maybe,No,Maybe,Yes,No,No,,,Yes,It wouldn't have a bearing on my employability.,Maybe,I feel it could have a bearing on if I got an offer of employment even though it is illegal to discriminate based on mental health issues. ,Maybe,Maybe,Somewhat open,No,,0,Not applicable to me,Not applicable to me,41,male,United States of America
0,Yes,Yes,No,No,Yes,Yes,Yes,No,,,Maybe,I'm not sure it's relevant. I don't want to overshare my personal life at a job interview.,No,"Definitely not, because I wouldn't want them to discount my ability to do the job well and mental health has much more stigma around it than a physical problem.","No, I don't think it would",Maybe,Somewhat open,No,,1,Never,Sometimes,33,female,United States of America
0,I don't know,No,No,No,Maybe,Yes,Yes,No,,,Yes,,No,,"Yes, I think it would","No, I don't think they would",Very open,No,,1,Often,Often,25,male,United States of America
1,,,,,,,,,Not applicable to me,Not applicable to me,No,I don't see it as being relevent,No,I don't see it as being relevent,Maybe,Maybe,Not applicable to me (I do not have a mental illness),N/A,,0,Not applicable to me,Not applicable to me,29,male,United Kingdom
0,Yes,Yes,Yes,No,Yes,Yes,No,Yes,,,Yes,To ensure I received proper accommodations if they were needed,No,"Telling  someone that's interviewing me that I have clinical depression, generalized anxiety disorder, PTSD, autism spectrum disorder, and ADD would bring a lot of stigma. I doubt they'd think I could handle the job, or they'd think I couldn't work well on a team. 

The trust hasn't been built yet. Maybe if the company was really upfront about caring about mental illness, and had people in leadership with mental illnesses, then I'd probably feel comfortable speaking about them during the interview.",Maybe,"No, they do not",Very open,"Yes, I experienced",Yes,1,Sometimes,Often,24,Genderflux demi-girl,United States of America
0,I don't know,No,No,No,Yes,Yes,I don't know,No,,,No,I don't feel it could help my chances in any way and could hurt my chances,No,Same reason,Maybe,"No, I don't think they would",Somewhat open,No,,0,Never,Rarely,39,Male,United States of America
0,Yes,Yes,Maybe,No,No,No,Yes,No,,,Yes,I would feel it important that a potential employer know of any limitations I may have in being able to do the job,No,I would consider it something private that I would manage privately.,"Yes, I think it would","Yes, I think they would",Somewhat open,No,,0,Not applicable to me,Not applicable to me,39,Male,United Kingdom
1,,,,,,,,,"No, because it doesn't matter",No,Maybe,It's unlikely to be any of the prospective employer's business.,Maybe,It's unlikely to be any of the prospective employer's business or to affect my performance as an employee.,"No, I don't think it would","No, I don't think they would",Very open,No,,1,Never,Never,44,Man,United Kingdom
1,,,,,,,,,"Sometimes, if it comes up",Yes,Maybe,I would be afraid of being excluded from consideration due to my occasional back problems. I would only bring it up if it directly impacted the job,No,"So while this could definitely directly impact my ability to do the job, I would be really afraid to mention it to interviewers. I'm sure there are situations where i might mention it, but in the abstract, I wouldn't bring it up (my mental image of interviewers is kinda veering toward matrix looking fellas in suits)",Maybe,Maybe,Somewhat not open,"Yes, I experienced",Yes,1,Rarely,Often,30,female,Netherlands
0,No,No,Maybe,Maybe,Yes,Yes,I don't know,No,,,Maybe,"Haven't been in that situation, so I really don't know",Maybe,,Maybe,Maybe,Neutral,No,,0,Not applicable to me,Not applicable to me,31,male,Denmark
0,Not eligible for coverage / N/A,Yes,No,No,Yes,Yes,Yes,No,,,Yes,,Maybe,,"Yes, I think it would","Yes, I think they would",Somewhat open,"Yes, I observed",Yes,1,Sometimes,Often,37,Male,United Kingdom
0,Not eligible for coverage / N/A,No,Maybe,No,Maybe,Maybe,No,No,,,Yes,If it required hospital treatment or medication. Only feels right they should be aware. ,No,Based on my current employer. They would just see as a reason to take leave or that they cannot push you to the limits it companies like to do for little thanks.,"Yes, I think it would","No, I don't think they would",Very open,"Yes, I experienced",N/A,1,Sometimes,Not applicable to me,42,Male,United Kingdom
1,,,,,,,,,Not applicable to me,Yes,Maybe,"I would only bring up the issue if necessary, if it obviously affected my work or I required special assistance.",Maybe,"I would only do this if necessary, if it was an obvious mental health issue, if I appeared normal I would not bring it up.",Maybe,"Yes, I think they would",Somewhat not open,Maybe/Not sure,Yes,0,Rarely,Often,35,Male,Canada
0,I don't know,No,Maybe,No,No,Maybe,No,No,,,No,,No,,"Yes, I think it would",Maybe,Somewhat not open,Maybe/Not sure,Maybe,1,Rarely,Sometimes,30,M,United States of America
0,Yes,No,No,No,No,No,I don't know,No,,,No,Fear of failing interview,No,Fear of failing the interview,"Yes, I think it would","Yes, I think they would",Somewhat not open,Maybe/Not sure,N/A,0,Not applicable to me,Not applicable to me,30,male,Canada
0,Yes,No,Yes,No,Maybe,No,I don't know,No,,,Yes,"If it's obvious, I would have to prove I can do the job.",No,"If they don't have to know, there's no possible way it can impact their hiring decision","Yes, I think it would","Yes, I think they would",Somewhat not open,"Yes, I observed",Yes,1,Not applicable to me,Not applicable to me,33,Male,United States of America
0,Not eligible for coverage / N/A,I don't know,Maybe,Maybe,Maybe,No,I don't know,No,,,Yes,Because it may have some significant impact on my performance if I am not accomodated accordingly.,Yes,Because it may have some significant impact on my performance if I am not accomodated accordingly.,Maybe,Maybe,Very open,"Yes, I observed",Yes,1,Not applicable to me,Not applicable to me,31,Male,United States of America
0,Yes,No,Yes,Yes,No,No,No,No,,,No,,No,,"Yes, I think it would","Yes, I think they would",Somewhat open,"Yes, I observed",No,1,Sometimes,Often,39,Female,United States of America
0,No,No,No,No,Yes,Yes,Yes,No,,,Maybe,,Maybe,,"Yes, it has","No, I don't think they would",Somewhat open,No,,0,Sometimes,Often,27,m,Germany
1,,,,,,,,,"No, because it would impact me negatively",Yes,Maybe,It depends if it was relevant to my work,No,I believe it would impact me negatively,"Yes, I think it would","Yes, I think they would",Somewhat not open,Maybe/Not sure,Yes,1,Rarely,Sometimes,34,male,United Kingdom
0,No,No,Maybe,Maybe,No,No,No,No,,,Yes,"If it will directly impact my ability to perform my duties on some days, then it's only fair to be honest about it.",Yes,"Same as the physical. If it would impact my performance, it's only fair to be honest about it.",Maybe,Maybe,Somewhat open,No,,0,Not applicable to me,Not applicable to me,31,Male,United States of America
0,Yes,No,Maybe,No,Maybe,No,No,No,,,Maybe,I would be concerned that it would affect my chance of getting the job.,No,I would be concerned that it would affect my chance of getting the job.,Maybe,Maybe,Very open,No,,1,Sometimes,Often,30,Female,United States of America
0,Yes,Yes,No,No,Maybe,Yes,Yes,No,,,Maybe,I would avoid it as much as possible to put myself in the best possible light.,No,Would expect not to be hired if honest about mental health issues,"Yes, I think it would",Maybe,Somewhat not open,Maybe/Not sure,No,1,Rarely,Sometimes,34,male,United States of America
0,Not eligible for coverage / N/A,No,Maybe,No,Maybe,No,I don't know,No,,,Maybe,Fear that I would not make it through the interview process. Would tell after being hired.,No,Fear of not making it through interview process due to stigma.,"Yes, I think it would","No, I don't think they would",Somewhat not open,N/A,,0,Not applicable to me,Sometimes,20,female-bodied; no feelings about gender,Canada
1,,,,,,,,,"No, because it would impact me negatively",Yes,Maybe,It depends on the impact I expected doing so would have.,Yes,"I've been on Disability (SSDI) for Bipolar for 6 years now and if I'm ever able to interview again, I'll need to honestly explain the chasm in my resume. I'd also need to seek employment where my disorder can be understood and accepted at the outset.","Yes, it has","Yes, I think they would",Very open,"Yes, I experienced",N/A,1,Often,Often,39,Male,United States of America
0,I don't know,No,Maybe,Maybe,No,No,I don't know,No,,,Maybe,To be upfront in case the ADA Act were to apply to my employment there.,No,"That is not something I would be open about unless I felt it was safe to do so, and I could not determine that during the short amount of time of an interview.",Maybe,Maybe,Not open at all,Maybe/Not sure,Yes,1,Sometimes,Often,50,female,United States of America
0,No,No,Yes,Yes,No,No,I don't know,No,,,No,,No,,"Yes, it has","Yes, they do",Not open at all,No,,0,Often,Often,22,Male,United States of America
0,Yes,No,Maybe,No,No,Maybe,I don't know,No,,,No,Not needed,No,Personal issue,Maybe,Maybe,Somewhat open,Maybe/Not sure,N/A,1,Sometimes,Not applicable to me,41,Male,Spain
0,No,No,No,No,Maybe,No,I don't know,No,,,No,in order to keep a normal image of myself,No,see above,Maybe,Maybe,Neutral,No,,0,Sometimes,Sometimes,37,male,Germany
0,Yes,Yes,No,No,No,Maybe,Yes,No,,,Maybe,Fear that it would affect my chances of getting hired.,No,Same reason.,"Yes, I think it would","Yes, I think they would",Somewhat not open,Maybe/Not sure,Yes,1,Rarely,Often,32,m,United States of America
1,,,,,,,,,"Yes, always",Yes,Yes,my work does not involve physical labor so it doesn't matter and it's private,Yes,Because they need to know in order to provide me with what I need and to better understand my behaviour ,Maybe,Maybe,Very open,"Yes, I observed",Yes,1,Rarely,Not applicable to me,26,M,Austria
0,Yes,Yes,No,No,Yes,Yes,I don't know,No,,,Maybe,"If I really need the job, I wouldn't take the risk. If I'm just looking for a better job, I would tell, because it's not a better job if they reject me for it.",Maybe,Same as physical,Maybe,"No, they do not",Very open,No,,0,Rarely,Rarely,38,M,Netherlands
1,,,,,,,,,Not applicable to me,Yes,Maybe,,Maybe,,Maybe,Maybe,Not open at all,"Yes, I observed",No,0,Not applicable to me,Sometimes,21,Male,United Kingdom
0,Yes,No,Maybe,No,No,No,I don't know,No,,,Maybe,,No,Stigma,"Yes, it has","Yes, I think they would",Somewhat open,No,,1,Rarely,Often,27,Male,United States of America
0,No,No,Yes,Maybe,No,No,No,No,,,No,"Who's going to hire a ""head case""?",No,"The goal is to get hired, not tossed in the bin.","Yes, I think it would","Yes, I think they would",Somewhat not open,"Yes, I observed",Yes,1,Rarely,Often,37,f,United States of America
1,,,,,,,,,"No, because it would impact me negatively",Yes,Yes,It is expected and covered standard HR best practice. Plus legal and social obligations are clear to all.  ,No,Shows weakness and changes social situation. Interview fails. ,"Yes, it has","Yes, they do",Neutral,"Yes, I experienced",Yes,1,Sometimes,Often,45,male,United Kingdom
1,,,,,,,,,Not applicable to me,Not applicable to me,Yes,Set expectations appropriately.,Yes,Set expectations appropriately.,"No, I don't think it would","No, I don't think they would",Not applicable to me (I do not have a mental illness),"Yes, I observed",No,0,Not applicable to me,Not applicable to me,26,Male,United States of America
0,I don't know,No,Yes,Yes,Maybe,Yes,I don't know,No,,,No,I would be worried that the employer would consider the problem a liability,No,I would be worried that the employer would consider the problem a liability,"Yes, I think it would","Yes, I think they would",Somewhat open,"Yes, I experienced",Maybe,0,Not applicable to me,Sometimes,30,Female,United States of America
0,No,No,Yes,No,No,No,I don't know,No,,,Yes,,No,,"Yes, I think it would","Yes, I think they would",Very open,No,,1,Sometimes,Often,21,Male,United States of America
0,I don't know,No,Maybe,No,No,No,No,No,,,Yes,,Maybe,,"Yes, I think it would",Maybe,Somewhat not open,"Yes, I experienced",No,1,Rarely,Often,21,male,United States of America
1,,,,,,,,,Not applicable to me,Not applicable to me,Yes,Shouldn't be an issue as long as it does not impact the tasks that I'm interviewing for.,Maybe,"Theoretical, since I'm currently fortunate enough to not suffer a mental illness: If the question comes up or I am aware that this would severely deteriorate the future work atmosphere if people don't know in advance.","Yes, I think it would",Maybe,Somewhat open,No,,0,Not applicable to me,Not applicable to me,29,male,Germany
0,Yes,Yes,Maybe,Maybe,No,No,I don't know,No,,,Yes,If it would affect my ability to do the work I believe it would be relevant,Maybe,stigma,"Yes, I think it would","Yes, I think they would",Somewhat open,Maybe/Not sure,Maybe,0,Not applicable to me,Not applicable to me,46,male,United States of America
0,Yes,Yes,No,No,Yes,Yes,No,No,,,Yes,"I've previously been punished for taking care of my physical health after a bike accident. I do not want to be in that situation again, so I would bring up any issues I had while interviewing.",Maybe,Many people still disbelieve that adult ADHD is a thing — if I suspected a  potential employer had problems I might try to suss them out before taking a job.,Maybe,"No, I don't think they would",Very open,Maybe/Not sure,No,1,Sometimes,Often,28,cis man,United States of America
0,Yes,No,Yes,Yes,No,No,No,Yes,,,No,You cannot enforce respect for any group of individuals. Every place I have worked care about performance and social integration. ,No,"It is illegal to not hire someone for having a mental disorder, but it is perfectly legal, from what I understand,  to not hire them for indirect effects of their disorder. I would not have gotten my current job if I briught up my mental illnesses. ","Yes, I think it would","Yes, I think they would",Somewhat not open,"Yes, I observed",Yes,1,Often,Often,26,,United States of America
1,,,,,,,,,"Sometimes, if it comes up",Yes,Maybe,If it were to impact my day-to-day job I would bring it up in the discussion. Otherwise I would wait to see how the environment of the company was about accepting less than perfect.,No,"It's instantly seen as a weakness, and then also an issue with your own mental state to discuss that weakness.","Yes, I think it would","Yes, I think they would",Somewhat open,"Yes, I observed",Yes,1,Sometimes,Sometimes,37,Female,United States of America
